location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,provider_admin1_code,provider_admin2_code,aggregation_period,rainfall,rainfall_long_term_average,rainfall_anomaly_pct,number_pixels,version,reference_period_start,reference_period_end
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,508.95917,386.1388,131.40071,49,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,74.57143,69.07415,107.42132,49,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,302.7143,194.50952,154.2354,49,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,512.449,425.48096,120.20253,49,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,76.0,63.382313,118.45169,49,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,301.7551,190.77211,156.68988,49,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,571.3061,464.30273,122.80049,49,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,82.83673,57.059864,141.53549,49,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,233.40816,189.51633,122.564606,49,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,644.5714,487.0619,132.0101,49,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,76.265305,44.72721,163.42221,49,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,235.10204,165.16939,141.0959,49,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,717.6326,508.13333,140.82747,49,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,42.97959,36.05646,116.862465,49,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,202.08163,137.84354,144.97095,49,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,730.24493,499.02994,145.87326,49,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,24.714285,31.774149,80.80211,49,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,143.95918,112.55782,126.71142,49,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,685.7755,486.94016,140.4186,49,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,18.530613,25.429932,77.327194,49,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,86.22449,93.260544,92.83939,49,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,624.0409,452.93945,137.36333,49,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,34.122448,18.891836,163.74818,49,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,77.36734,76.09592,101.5678,49,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,581.20404,404.71158,143.07724,49,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,29.204082,20.657143,133.31213,49,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,81.85715,64.97891,124.11903,49,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,459.22446,367.05307,124.77372,49,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,21.102041,26.338095,83.291725,49,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,84.42857,65.88708,126.15639,49,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,405.7551,324.31702,124.729385,49,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,31.959183,25.437414,121.42682,49,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,82.265305,72.432655,112.698326,49,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,361.7143,286.3721,125.85772,49,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,40.714287,34.863266,114.67773,49,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,93.77551,86.63878,107.787895,49,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,319.59186,264.1755,120.58745,49,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,17.795918,40.519047,50.079952,49,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,90.46939,100.819725,90.2189,49,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,261.12247,259.96735,100.43595,49,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,24.55102,31.619728,80.69699,49,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,83.061226,107.002045,78.62466,49,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,242.6939,255.53061,95.07286,49,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,32.44898,30.596598,105.20382,49,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,74.79591,102.735374,74.06658,49,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,250.42857,254.35306,98.48682,49,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,24.959183,30.270067,84.94224,49,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,81.95918,92.4864,89.20135,49,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,256.85715,259.1932,99.115776,49,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,46.34694,24.876871,171.86185,49,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,103.7551,85.74354,119.84886,49,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,269.08163,265.17822,101.444756,49,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,17.428572,28.008163,67.94856,49,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,88.734695,83.155106,106.329285,49,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,257.30612,272.52927,94.51476,49,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,47.183674,32.080273,140.73163,49,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,110.95918,84.96531,128.89322,49,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,283.38776,278.27142,101.80617,49,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,24.204082,43.620407,60.065483,49,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,88.81633,103.70885,86.300545,49,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,275.63266,296.45444,93.092896,49,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,24.959183,39.133335,67.88334,49,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,96.34694,114.834015,84.57276,49,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,259.87756,300.7245,86.639305,49,final,2025-11-11,2025-11-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,13.489796,40.976192,40.216022,49,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,62.65306,123.729935,52.554256,49,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,255.57143,301.18164,85.10354,49,final,2025-11-21,2025-11-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,9.877551,36.061905,36.232002,49,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,48.32653,116.17143,44.009163,49,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,240.89795,305.6238,79.16262,49,final,2025-12-01,2025-12-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,48.89796,35.03401,134.63043,49,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,72.265305,112.07211,65.99804,49,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,257.34692,310.06122,83.268555,49,final,2025-12-11,2025-12-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,68.244896,43.1415,152.14503,49,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,127.02041,114.23741,110.720634,49,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,300.63266,322.93265,93.19983,49,final,2025-12-21,2025-12-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,9.857142,24.688435,50.043533,49,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,126.99999,101.58843,123.840836,49,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,264.14285,318.31497,83.24478,49,preliminary,2026-01-01,2026-01-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,11.653061,29.963945,47.629242,49,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,89.7551,98.58843,91.472664,49,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,258.36737,321.23743,80.72874,49,preliminary,2026-01-11,2026-01-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,14.122449,29.731972,55.05719,49,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,35.632652,84.38435,45.45835,49,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,225.30612,319.54013,70.96384,49,preliminary,2026-01-21,2026-01-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,59.081635,24.560545,216.78098,49,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,84.85715,84.25646,100.67298,49,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,260.1837,300.07416,86.92434,49,preliminary,2026-02-01,2026-02-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,dekad,84.63265,34.30068,228.06897,49,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,1-month,157.83673,88.5932,173.9835,49,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036195,Chepalungu,2,,51378,3-month,319.85715,295.97348,107.93548,49,forecast,2026-02-11,2026-02-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,2.9782608,22.38913,29.129297,46,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,18.73913,76.97174,28.960138,46,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,227.82608,265.10144,86.1995,46,final,2025-02-21,2025-02-28
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,38.652172,41.873188,93.128235,46,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,48.347824,95.69058,52.98194,46,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,245.97826,272.34348,90.49365,46,final,2025-03-01,2025-03-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,79.23913,42.421013,177.64093,46,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,120.86956,106.683334,112.702194,46,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,280.52173,285.27753,98.36163,46,final,2025-03-11,2025-03-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,120.934784,62.52754,186.49396,46,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,238.82608,146.82175,160.60023,46,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,346.63043,306.30072,112.95522,46,final,2025-03-21,2025-03-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,87.76087,73.88116,117.59573,46,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,287.93478,178.82971,159.35117,46,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,415.21738,357.12753,116.04127,46,final,2025-04-01,2025-04-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,172.63043,70.6616,234.7696,46,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,381.32608,207.0703,182.16888,46,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,579.32605,396.40652,145.56964,46,final,2025-04-11,2025-04-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,82.91304,90.81159,91.756165,46,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,343.30432,235.35434,144.91286,46,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,600.86957,459.14783,130.53375,46,final,2025-04-21,2025-04-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,130.86957,89.08841,144.40627,46,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,386.41302,250.5616,153.15799,46,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,722.6956,525.0819,137.27985,46,final,2025-05-01,2025-05-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,140.45653,80.069565,170.98538,46,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,354.23914,259.96957,135.5775,46,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,856.4348,573.7232,148.85092,46,final,2025-05-11,2025-05-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,124.304344,70.223915,171.89261,46,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,395.63046,239.38188,163.93623,46,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,977.76086,621.558,156.85074,46,final,2025-05-21,2025-05-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,65.13043,53.078262,120.75161,46,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,329.8913,203.37173,160.7182,46,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,1004.23914,632.76306,158.24672,46,final,2025-06-01,2025-06-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,35.217392,45.476086,79.67613,46,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,224.65218,168.77826,132.15242,46,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,960.2174,635.8181,150.62268,46,final,2025-06-11,2025-06-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,23.934782,42.415943,61.02332,46,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,124.28261,140.97029,88.56775,46,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,863.21735,615.70654,139.87566,46,final,2025-06-21,2025-06-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,84.021736,35.533333,219.62599,46,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,143.17392,123.42536,115.377464,46,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,859.4782,577.3587,148.44429,46,final,2025-07-01,2025-07-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,66.347824,43.389854,147.44377,46,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,174.30435,121.33913,141.92307,46,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,753.1957,550.087,136.59044,46,final,2025-07-11,2025-07-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,47.869564,48.071014,99.620415,46,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,198.23914,126.9942,153.97581,46,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,718.15216,507.34637,141.14517,46,final,2025-07-21,2025-07-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,37.108696,43.546375,86.73912,46,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,151.32608,135.00725,111.6557,46,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,624.3913,461.80435,134.82979,46,final,2025-08-01,2025-08-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,53.52174,50.836956,104.80826,46,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,138.5,142.45435,97.31825,46,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,537.45654,432.57175,123.969734,46,final,2025-08-11,2025-08-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,27.608696,56.87174,52.7037,46,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,118.23913,151.25507,78.87048,46,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,440.76086,419.21957,105.077866,46,final,2025-08-21,2025-08-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,43.086956,49.243477,88.65021,46,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,124.21739,156.95218,79.78738,46,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,418.71738,415.3848,100.79274,46,final,2025-09-01,2025-09-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,49.52174,44.736233,109.62177,46,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,120.21739,150.85146,80.34406,46,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,433.02173,414.64493,104.37913,46,final,2025-09-11,2025-09-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,37.891304,46.12826,83.88962,46,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,130.5,140.10797,93.37874,46,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,446.97824,418.35724,106.76049,46,final,2025-09-21,2025-09-30
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,96.67391,43.31449,210.44185,46,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,184.08694,134.17899,135.85884,46,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,459.6304,426.1384,107.76827,46,final,2025-10-01,2025-10-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,33.52174,49.59058,70.56481,46,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,168.08696,139.03334,120.17145,46,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,426.80435,432.3391,98.73444,46,final,2025-10-11,2025-10-20
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,87.521736,54.081158,156.60109,46,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,217.71738,146.98624,146.53786,46,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,466.4565,438.34927,106.33975,46,final,2025-10-21,2025-10-31
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,43.54348,52.23913,84.80821,46,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,1-month,164.58694,155.91087,105.391846,46,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,3-month,472.8913,447.04202,105.71834,46,final,2025-11-01,2025-11-10
KEN,False,True,Not provided,Not provided,KE036,Bomet,KE036198,Konoin,2,,51379,dekad,31.043478,42.078987,76.55959,46,final,2025-11-11,2025-11-20
