pcode,county,year_month,ipc_phase,population_in_phase,population_fraction_in_phase
KE013,Tharaka-Nithi,2021-07,4,0,0.0
KE013,Tharaka-Nithi,2021-07,5,0,0.0
KE013,Tharaka-Nithi,2021-07,all,133595,1.0
KE013,Tharaka-Nithi,2022-02,1,46758,0.35
KE013,Tharaka-Nithi,2022-02,2,73477,0.55
KE013,Tharaka-Nithi,2022-02,3,13360,0.1
KE013,Tharaka-Nithi,2022-02,3+,13360,0.1
KE013,Tharaka-Nithi,2022-02,4,0,0.0
KE013,Tharaka-Nithi,2022-02,5,0,0.0
KE013,Tharaka-Nithi,2022-02,all,133595,1.0
KE013,Tharaka-Nithi,2022-07,1,46758,0.35
KE013,Tharaka-Nithi,2022-07,2,60118,0.45
KE013,Tharaka-Nithi,2022-07,3,26719,0.2
KE013,Tharaka-Nithi,2022-07,3+,26719,0.2
KE013,Tharaka-Nithi,2022-07,4,0,0.0
KE013,Tharaka-Nithi,2022-07,5,0,0.0
KE013,Tharaka-Nithi,2022-07,all,133595,1.0
KE013,Tharaka-Nithi,2023-02,1,88855,0.5
KE013,Tharaka-Nithi,2023-02,2,71084,0.4
KE013,Tharaka-Nithi,2023-02,3,17771,0.1
KE013,Tharaka-Nithi,2023-02,3+,17771,0.1
KE013,Tharaka-Nithi,2023-02,4,0,0.0
KE013,Tharaka-Nithi,2023-02,5,0,0.0
KE013,Tharaka-Nithi,2023-02,all,177709,1.0
KE013,Tharaka-Nithi,2023-07,1,71200,0.4
KE013,Tharaka-Nithi,2023-07,2,97900,0.55
KE013,Tharaka-Nithi,2023-07,3,8900,0.05
KE013,Tharaka-Nithi,2023-07,3+,8900,0.05
KE013,Tharaka-Nithi,2023-07,4,0,0.0
KE013,Tharaka-Nithi,2023-07,5,0,0.0
KE013,Tharaka-Nithi,2023-07,all,178000,1.0
KE013,Tharaka-Nithi,2024-02,1,142400,0.8
KE013,Tharaka-Nithi,2024-02,2,26700,0.15
KE013,Tharaka-Nithi,2024-02,3,8900,0.05
KE013,Tharaka-Nithi,2024-02,3+,8900,0.05
KE013,Tharaka-Nithi,2024-02,4,0,0.0
KE013,Tharaka-Nithi,2024-02,5,0,0.0
KE013,Tharaka-Nithi,2024-02,all,178000,1.0
KE013,Tharaka-Nithi,2024-07,1,151300,0.85
KE013,Tharaka-Nithi,2024-07,2,26700,0.15
KE013,Tharaka-Nithi,2024-07,3,0,0.0
KE013,Tharaka-Nithi,2024-07,3+,0,0.0
KE013,Tharaka-Nithi,2024-07,4,0,0.0
KE013,Tharaka-Nithi,2024-07,5,0,0.0
KE013,Tharaka-Nithi,2024-07,all,178000,1.0
KE013,Tharaka-Nithi,2025-02,1,115700,0.65
KE013,Tharaka-Nithi,2025-02,2,53400,0.3
KE013,Tharaka-Nithi,2025-02,3,8900,0.05
KE013,Tharaka-Nithi,2025-02,3+,8900,0.05
KE013,Tharaka-Nithi,2025-02,4,0,0.0
KE013,Tharaka-Nithi,2025-02,5,0,0.0
KE013,Tharaka-Nithi,2025-02,all,178000,1.0
KE013,Tharaka-Nithi,2025-07,1,142400,0.8
KE013,Tharaka-Nithi,2025-07,2,35600,0.2
KE013,Tharaka-Nithi,2025-07,3,0,0.0
KE013,Tharaka-Nithi,2025-07,3+,0,0.0
KE013,Tharaka-Nithi,2025-07,4,0,0.0
KE013,Tharaka-Nithi,2025-07,5,0,0.0
KE013,Tharaka-Nithi,2025-07,all,178000,1.0
KE023,Turkana,2019-07,1,216731,0.2
KE023,Turkana,2019-07,2,487644,0.45
KE023,Turkana,2019-07,3,270913,0.25
KE023,Turkana,2019-07,3+,379278,0.35
KE023,Turkana,2019-07,4,108365,0.1
KE023,Turkana,2019-07,5,0,0.0
KE023,Turkana,2019-07,all,1083653,1.0
KE023,Turkana,2020-02,1,463488,0.5
KE023,Turkana,2020-02,2,324442,0.35
KE023,Turkana,2020-02,3,92698,0.1
KE023,Turkana,2020-02,3+,139047,0.15
KE023,Turkana,2020-02,4,46349,0.05
KE023,Turkana,2020-02,5,0,0.0
KE023,Turkana,2020-02,all,926976,1.0
KE023,Turkana,2020-08,1,278093,0.3
KE023,Turkana,2020-08,2,556186,0.6
KE023,Turkana,2020-08,3,92698,0.1
KE023,Turkana,2020-08,3+,92698,0.1
KE023,Turkana,2020-08,4,0,0.0
KE023,Turkana,2020-08,5,0,0.0
KE023,Turkana,2020-08,all,926976,1.0
KE023,Turkana,2021-02,1,370790,0.4
KE023,Turkana,2021-02,2,370790,0.4
KE023,Turkana,2021-02,3,139046,0.15
KE023,Turkana,2021-02,3+,185395,0.2
KE023,Turkana,2021-02,4,46349,0.05
KE023,Turkana,2021-02,5,0,0.0
KE023,Turkana,2021-02,all,926976,1.0
KE023,Turkana,2021-07,1,231744,0.25
KE023,Turkana,2021-07,2,324442,0.35
KE023,Turkana,2021-07,3,278093,0.3
KE023,Turkana,2021-07,3+,370791,0.4
KE023,Turkana,2021-07,4,92698,0.1
KE023,Turkana,2021-07,5,0,0.0
KE023,Turkana,2021-07,all,926976,1.0
KE023,Turkana,2022-02,1,231744,0.25
KE023,Turkana,2022-02,2,324442,0.35
KE023,Turkana,2022-02,3,278093,0.3
KE023,Turkana,2022-02,3+,370791,0.4
KE023,Turkana,2022-02,4,92698,0.1
KE023,Turkana,2022-02,5,0,0.0
KE023,Turkana,2022-02,all,926976,1.0
KE023,Turkana,2022-07,1,92698,0.1
KE023,Turkana,2022-07,2,370790,0.4
KE023,Turkana,2022-07,3,324442,0.35
KE023,Turkana,2022-07,3+,463488,0.5
KE023,Turkana,2022-07,4,139046,0.15
KE023,Turkana,2022-07,5,0,0.0
KE023,Turkana,2022-07,all,926976,1.0
KE023,Turkana,2023-02,1,204555,0.2
KE023,Turkana,2023-02,2,306832,0.3
KE023,Turkana,2023-02,3,357971,0.35
KE023,Turkana,2023-02,3+,511387,0.5
KE023,Turkana,2023-02,4,153416,0.15
KE023,Turkana,2023-02,5,0,0.0
KE023,Turkana,2023-02,all,1022773,1.0
KE023,Turkana,2023-07,1,306900,0.3
KE023,Turkana,2023-07,2,358050,0.35
KE023,Turkana,2023-07,3,255750,0.25
KE023,Turkana,2023-07,3+,358050,0.35
KE023,Turkana,2023-07,4,102300,0.1
KE023,Turkana,2023-07,5,0,0.0
KE023,Turkana,2023-07,all,1023000,1.0
KE023,Turkana,2024-02,1,306900,0.3
KE023,Turkana,2024-02,2,409200,0.4
KE023,Turkana,2024-02,3,204600,0.2
KE023,Turkana,2024-02,3+,306900,0.3
KE023,Turkana,2024-02,4,102300,0.1
KE023,Turkana,2024-02,5,0,0.0
KE023,Turkana,2024-02,all,1023000,1.0
KE023,Turkana,2024-07,1,105780,0.4
KE023,Turkana,2024-07,2,105780,0.4
KE023,Turkana,2024-07,3,39668,0.15
KE023,Turkana,2024-07,3+,52891,0.2
KE023,Turkana,2024-07,4,13223,0.05
KE023,Turkana,2024-07,5,0,0.0
KE023,Turkana,2024-07,all,264450,1.0
KE023,Turkana,2025-02,1,306900,0.3
KE023,Turkana,2025-02,2,409200,0.4
KE023,Turkana,2025-02,3,204600,0.2
KE023,Turkana,2025-02,3+,306900,0.3
KE023,Turkana,2025-02,4,102300,0.1
KE023,Turkana,2025-02,5,0,0.0
KE023,Turkana,2025-02,all,1023000,1.0
KE023,Turkana,2025-07,1,255750,0.25
KE023,Turkana,2025-07,2,562650,0.55
KE023,Turkana,2025-07,3,153450,0.15
KE023,Turkana,2025-07,3+,204600,0.2
KE023,Turkana,2025-07,4,51150,0.05
KE023,Turkana,2025-07,5,0,0.0
KE023,Turkana,2025-07,all,1023000,1.0
KE008,Wajir,2019-07,1,137670,0.3
KE008,Wajir,2019-07,2,206505,0.45
KE008,Wajir,2019-07,3,91780,0.2
KE008,Wajir,2019-07,3+,114725,0.25
KE008,Wajir,2019-07,4,22945,0.05
KE008,Wajir,2019-07,5,0,0.0
KE008,Wajir,2019-07,all,458900,1.0
KE008,Wajir,2020-02,1,273441,0.35
KE008,Wajir,2020-02,2,390630,0.5
KE008,Wajir,2020-02,3,78126,0.1
KE008,Wajir,2020-02,3+,117189,0.15
KE008,Wajir,2020-02,4,39063,0.05
KE008,Wajir,2020-02,5,0,0.0
KE008,Wajir,2020-02,all,781260,1.0
KE008,Wajir,2020-08,1,234378,0.3
KE008,Wajir,2020-08,2,429693,0.55
KE008,Wajir,2020-08,3,117189,0.15
KE008,Wajir,2020-08,3+,117189,0.15
KE008,Wajir,2020-08,4,0,0.0
KE008,Wajir,2020-08,5,0,0.0
KE008,Wajir,2020-08,all,781260,1.0
KE008,Wajir,2021-02,1,273442,0.35
KE008,Wajir,2021-02,2,429695,0.55
KE008,Wajir,2021-02,3,39063,0.05
KE008,Wajir,2021-02,3+,78126,0.1
KE008,Wajir,2021-02,4,39063,0.05
KE008,Wajir,2021-02,5,0,0.0
KE008,Wajir,2021-02,all,781263,1.0
KE008,Wajir,2021-07,1,156253,0.2
KE008,Wajir,2021-07,2,429695,0.55
KE008,Wajir,2021-07,3,156253,0.2
KE008,Wajir,2021-07,3+,195316,0.25
KE008,Wajir,2021-07,4,39063,0.05
KE008,Wajir,2021-07,5,0,0.0
KE008,Wajir,2021-07,all,781263,1.0
KE008,Wajir,2022-02,1,117189,0.15
KE008,Wajir,2022-02,2,390632,0.5
KE008,Wajir,2022-02,3,234379,0.3
KE008,Wajir,2022-02,3+,273442,0.35
KE008,Wajir,2022-02,4,39063,0.05
KE008,Wajir,2022-02,5,0,0.0
KE008,Wajir,2022-02,all,781263,1.0
KE008,Wajir,2022-07,1,78126,0.1
KE008,Wajir,2022-07,2,351568,0.45
KE008,Wajir,2022-07,3,273442,0.35
KE008,Wajir,2022-07,3+,351568,0.45
KE008,Wajir,2022-07,4,78126,0.1
KE008,Wajir,2022-07,5,0,0.0
KE008,Wajir,2022-07,all,781263,1.0
KE008,Wajir,2023-02,1,130595,0.15
KE008,Wajir,2023-02,2,261191,0.3
KE008,Wajir,2023-02,3,348254,0.4
KE008,Wajir,2023-02,3+,478849,0.55
KE008,Wajir,2023-02,4,130595,0.15
KE008,Wajir,2023-02,5,0,0.0
KE008,Wajir,2023-02,all,870636,1.0
KE008,Wajir,2023-07,1,174200,0.2
KE008,Wajir,2023-07,2,435500,0.5
KE008,Wajir,2023-07,3,217750,0.25
KE008,Wajir,2023-07,3+,261300,0.3
KE008,Wajir,2023-07,4,43550,0.05
KE008,Wajir,2023-07,5,0,0.0
KE008,Wajir,2023-07,all,871000,1.0
KE008,Wajir,2024-02,1,217750,0.25
KE008,Wajir,2024-02,2,479050,0.55
KE008,Wajir,2024-02,3,130650,0.15
KE008,Wajir,2024-02,3+,174200,0.2
KE008,Wajir,2024-02,4,43550,0.05
KE008,Wajir,2024-02,5,0,0.0
KE008,Wajir,2024-02,all,871000,1.0
KE008,Wajir,2024-07,1,261300,0.3
KE008,Wajir,2024-07,2,522600,0.6
KE008,Wajir,2024-07,3,87100,0.1
KE008,Wajir,2024-07,3+,87100,0.1
KE008,Wajir,2024-07,4,0,0.0
KE008,Wajir,2024-07,5,0,0.0
KE008,Wajir,2024-07,all,871000,1.0
KE008,Wajir,2025-02,1,174200,0.2
KE008,Wajir,2025-02,2,522600,0.6
KE008,Wajir,2025-02,3,130650,0.15
KE008,Wajir,2025-02,3+,174200,0.2
KE008,Wajir,2025-02,4,43550,0.05
KE008,Wajir,2025-02,5,0,0.0
KE008,Wajir,2025-02,all,871000,1.0
KE008,Wajir,2025-07,1,217750,0.25
KE008,Wajir,2025-07,2,522600,0.6
KE008,Wajir,2025-07,3,87100,0.1
KE008,Wajir,2025-07,3+,130650,0.15
KE008,Wajir,2025-07,4,43550,0.05
KE008,Wajir,2025-07,5,0,0.0
KE008,Wajir,2025-07,all,871000,1.0
KE024,West Pokot,2019-07,1,324709,0.5
KE024,West Pokot,2019-07,2,259767,0.4
KE024,West Pokot,2019-07,3,64942,0.1
KE024,West Pokot,2019-07,3+,64942,0.1
KE024,West Pokot,2019-07,4,0,0.0
KE024,West Pokot,2019-07,5,0,0.0
KE024,West Pokot,2019-07,all,649418,1.0
KE024,West Pokot,2020-02,1,590179,0.95
KE024,West Pokot,2020-02,2,31062,0.05
KE024,West Pokot,2020-02,3,0,0.0
KE024,West Pokot,2020-02,3+,0,0.0
KE024,West Pokot,2020-02,4,0,0.0
KE024,West Pokot,2020-02,5,0,0.0
KE024,West Pokot,2020-02,all,621241,1.0
KE024,West Pokot,2020-08,1,528055,0.85
KE024,West Pokot,2020-08,2,93186,0.15
KE024,West Pokot,2020-08,3,0,0.0
KE024,West Pokot,2020-08,3+,0,0.0
KE024,West Pokot,2020-08,4,0,0.0
KE024,West Pokot,2020-08,5,0,0.0
KE024,West Pokot,2020-08,all,621241,1.0
KE024,West Pokot,2021-02,1,434869,0.7
KE024,West Pokot,2021-02,2,124248,0.2
KE024,West Pokot,2021-02,3,62124,0.1
KE024,West Pokot,2021-02,3+,62124,0.1
KE024,West Pokot,2021-02,4,0,0.0
KE024,West Pokot,2021-02,5,0,0.0
KE024,West Pokot,2021-02,all,621241,1.0
KE024,West Pokot,2021-07,1,528055,0.85
KE024,West Pokot,2021-07,2,62124,0.1
KE024,West Pokot,2021-07,3,31062,0.05
KE024,West Pokot,2021-07,3+,31062,0.05
KE024,West Pokot,2021-07,4,0,0.0
KE024,West Pokot,2021-07,5,0,0.0
KE024,West Pokot,2021-07,all,621241,1.0
KE024,West Pokot,2022-02,1,496993,0.8
KE024,West Pokot,2022-02,2,93186,0.15
KE024,West Pokot,2022-02,3,31062,0.05
KE024,West Pokot,2022-02,3+,31062,0.05
KE024,West Pokot,2022-02,4,0,0.0
KE024,West Pokot,2022-02,5,0,0.0
KE024,West Pokot,2022-02,all,621241,1.0
KE024,West Pokot,2022-07,1,496993,0.8
KE024,West Pokot,2022-07,2,93186,0.15
KE024,West Pokot,2022-07,3,31062,0.05
KE024,West Pokot,2022-07,3+,31062,0.05
KE024,West Pokot,2022-07,4,0,0.0
KE024,West Pokot,2022-07,5,0,0.0
KE024,West Pokot,2022-07,all,621241,1.0
KE024,West Pokot,2023-02,1,541061,0.8
KE024,West Pokot,2023-02,2,101449,0.15
KE024,West Pokot,2023-02,3,33816,0.05
KE024,West Pokot,2023-02,3+,33816,0.05
KE024,West Pokot,2023-02,4,0,0.0
KE024,West Pokot,2023-02,5,0,0.0
KE024,West Pokot,2023-02,all,676326,1.0
KE024,West Pokot,2023-07,1,473200,0.7
KE024,West Pokot,2023-07,2,135200,0.2
KE024,West Pokot,2023-07,3,67600,0.1
KE024,West Pokot,2023-07,3+,67600,0.1
KE024,West Pokot,2023-07,4,0,0.0
KE024,West Pokot,2023-07,5,0,0.0
KE024,West Pokot,2023-07,all,676000,1.0
KE024,West Pokot,2024-02,1,574600,0.85
KE024,West Pokot,2024-02,2,101400,0.15
KE024,West Pokot,2024-02,3,0,0.0
KE024,West Pokot,2024-02,3+,0,0.0
KE024,West Pokot,2024-02,4,0,0.0
KE024,West Pokot,2024-02,5,0,0.0
KE024,West Pokot,2024-02,all,676000,1.0
KE024,West Pokot,2024-07,1,540800,0.8
KE024,West Pokot,2024-07,2,135200,0.2
KE024,West Pokot,2024-07,3,0,0.0
KE024,West Pokot,2024-07,3+,0,0.0
KE024,West Pokot,2024-07,4,0,0.0
KE024,West Pokot,2024-07,5,0,0.0
KE024,West Pokot,2024-07,all,676000,1.0
KE024,West Pokot,2025-02,1,405600,0.6
KE024,West Pokot,2025-02,2,236599,0.35
KE024,West Pokot,2025-02,3,33800,0.05
KE024,West Pokot,2025-02,3+,33800,0.05
KE024,West Pokot,2025-02,4,0,0.0
KE024,West Pokot,2025-02,5,0,0.0
KE024,West Pokot,2025-02,all,676000,1.0
KE024,West Pokot,2025-07,1,405600,0.6
KE024,West Pokot,2025-07,2,236599,0.35
KE024,West Pokot,2025-07,3,33800,0.05
KE024,West Pokot,2025-07,3+,33800,0.05
KE024,West Pokot,2025-07,4,0,0.0
KE024,West Pokot,2025-07,5,0,0.0
KE024,West Pokot,2025-07,all,676000,1.0
