pcode,county,year_month,rfq_mean,rfq_min,price_beans,price_maize,conflict_events,conflict_fatalities,mpi,vulnerability_tier,total_population
KE030,Baringo,2014-11,92.4075475,43.382614,,,0,0,0.2159,Medium,666750
KE030,Baringo,2014-12,84.82801033333334,56.108612,,,1,0,0.2159,Medium,666750
KE030,Baringo,2015-01,51.303447,40.07805,104.0,42.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-02,70.0810905,37.89491,107.0,47.0,3,55,0.2159,Medium,666750
KE030,Baringo,2015-03,38.906944333333335,33.631344,112.0,38.0,1,1,0.2159,Medium,666750
KE030,Baringo,2015-04,130.02314416666667,77.91948,105.0,42.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-05,86.04917266666666,55.420036,106.0,45.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-06,100.16669666666667,56.11511,113.0,45.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-07,68.36425799999999,52.246094,105.0,44.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-08,40.430967,28.921307,102.0,46.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-09,74.14223,54.79602,102.0,44.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-10,97.5050425,62.29318,103.0,37.0,0,0,0.2159,Medium,666750
KE030,Baringo,2015-11,136.33486166666668,78.44727,94.0,39.0,1,1,0.2159,Medium,666750
KE030,Baringo,2015-12,134.9299035,55.640633,101.0,41.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-01,135.7684416666667,64.84341,108.0,41.0,2,4,0.2159,Medium,666750
KE030,Baringo,2016-02,66.41490433333333,41.0218,97.0,39.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-03,72.27364433333334,31.079441,96.0,40.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-04,134.877535,93.97323,,,0,0,0.2159,Medium,666750
KE030,Baringo,2016-05,134.99731483333332,55.013596,97.0,43.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-06,96.21034933333333,65.32533,90.0,39.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-07,106.32099066666666,86.44241,103.0,41.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-08,71.52773833333333,41.194397,94.0,41.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-09,85.00031066666666,44.584846,90.0,37.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-10,86.431288,58.153133,98.0,43.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-11,77.75022299999999,46.474434,123.0,48.0,0,0,0.2159,Medium,666750
KE030,Baringo,2016-12,46.15364983333333,31.138336,106.0,48.0,0,0,0.2159,Medium,666750
KE030,Baringo,2017-01,82.61317883333334,42.901413,108.0,55.0,0,0,0.2159,Medium,666750
KE030,Baringo,2017-02,116.36245000000001,54.83712,112.0,52.0,6,16,0.2159,Medium,666750
KE030,Baringo,2017-03,49.686126333333334,34.355957,114.0,57.0,3,0,0.2159,Medium,666750
KE030,Baringo,2017-04,53.19002333333333,27.996904,127.0,62.0,1,5,0.2159,Medium,666750
KE030,Baringo,2017-05,93.11932916666666,72.62243,138.0,73.0,1,1,0.2159,Medium,666750
KE030,Baringo,2017-06,63.85023783333333,50.71759,129.0,81.0,3,6,0.2159,Medium,666750
KE030,Baringo,2017-07,197.34154,142.72466,118.0,58.0,0,0,0.2159,Medium,666750
KE030,Baringo,2017-08,130.20745916666667,70.254135,120.0,52.0,5,15,0.2159,Medium,666750
KE030,Baringo,2017-09,159.57490566666667,118.791214,104.0,53.0,1,5,0.2159,Medium,666750
KE030,Baringo,2017-10,165.50208816666665,64.029785,108.0,53.0,1,0,0.2159,Medium,666750
KE030,Baringo,2017-11,118.79636966666668,59.47541,121.0,50.0,4,15,0.2159,Medium,666750
KE030,Baringo,2017-12,55.02137583333333,42.95903,120.0,48.0,0,0,0.2159,Medium,666750
KE030,Baringo,2018-01,55.526736166666666,39.113968,106.0,52.0,1,1,0.2159,Medium,666750
KE030,Baringo,2018-02,58.494530499999996,42.069073,111.0,53.0,0,0,0.2159,Medium,666750
KE030,Baringo,2018-03,213.87567633333333,62.288292,112.0,52.0,0,0,0.2159,Medium,666750
KE030,Baringo,2018-04,229.07500833333333,172.13477,113.0,43.0,5,14,0.2159,Medium,666750
KE030,Baringo,2018-05,213.179335,182.59518,105.0,44.0,0,0,0.2159,Medium,666750
KE030,Baringo,2018-06,224.35894833333336,148.64166,108.0,40.0,0,0,0.2159,Medium,666750
KE030,Baringo,2018-07,89.00190566666667,47.51243,98.0,42.0,0,0,0.2159,Medium,666750
KE030,Baringo,2018-08,81.0005335,41.759193,100.0,38.0,1,0,0.2159,Medium,666750
KE030,Baringo,2018-09,66.95922933333333,54.161842,103.0,36.0,2,3,0.2159,Medium,666750
KE030,Baringo,2018-10,80.31643733333333,52.764053,103.0,33.0,5,6,0.2159,Medium,666750
KE030,Baringo,2018-11,51.280625500000006,35.680286,105.0,35.0,1,1,0.2159,Medium,666750
KE030,Baringo,2018-12,140.59629116666667,48.283627,107.0,36.0,2,2,0.2159,Medium,666750
KE030,Baringo,2019-01,70.00056666666667,54.33944,109.0,36.0,1,1,0.2159,Medium,666750
KE030,Baringo,2019-02,55.89960616666667,40.249126,111.0,,2,7,0.2159,Medium,666750
KE030,Baringo,2019-03,54.52422266666667,32.530384,111.0,,0,0,0.2159,Medium,666750
KE030,Baringo,2019-04,69.701753,27.046204,117.0,44.0,0,0,0.2159,Medium,666750
KE030,Baringo,2019-05,68.47545050000001,27.933607,105.0,52.0,2,1,0.2159,Medium,666750
