pcode,county,year_month,conflict_events,conflict_fatalities
KE044,Migori,2025-06,1,1
KE044,Migori,2025-08,2,1
KE044,Migori,2025-09,1,1
KE044,Migori,2025-11,1,1
KE044,Migori,2026-01,1,1
KE001,Mombasa,2007-12,6,31
KE001,Mombasa,2008-06,1,0
KE001,Mombasa,2009-12,1,0
KE001,Mombasa,2010-04,1,0
KE001,Mombasa,2010-10,2,0
KE001,Mombasa,2010-11,1,0
KE001,Mombasa,2010-12,1,0
KE001,Mombasa,2011-05,1,2
KE001,Mombasa,2011-09,1,1
KE001,Mombasa,2011-12,1,0
KE001,Mombasa,2012-01,2,0
KE001,Mombasa,2012-02,3,0
KE001,Mombasa,2012-03,1,0
KE001,Mombasa,2012-06,2,3
KE001,Mombasa,2012-07,1,1
KE001,Mombasa,2012-08,5,6
KE001,Mombasa,2012-10,3,7
KE001,Mombasa,2012-12,1,1
KE001,Mombasa,2013-01,1,0
KE001,Mombasa,2013-02,7,17
KE001,Mombasa,2013-03,1,1
KE001,Mombasa,2013-04,2,1
KE001,Mombasa,2013-05,1,1
KE001,Mombasa,2013-06,3,2
KE001,Mombasa,2013-07,2,0
KE001,Mombasa,2013-08,2,0
KE001,Mombasa,2013-09,2,4
KE001,Mombasa,2013-12,2,1
KE001,Mombasa,2014-01,4,10
KE001,Mombasa,2014-02,1,0
KE001,Mombasa,2014-03,4,13
KE001,Mombasa,2014-05,2,1
KE001,Mombasa,2014-06,1,1
KE001,Mombasa,2014-07,6,11
KE001,Mombasa,2014-08,3,2
KE001,Mombasa,2014-11,4,6
KE001,Mombasa,2015-01,1,1
KE001,Mombasa,2015-03,1,1
KE001,Mombasa,2015-06,1,1
KE001,Mombasa,2015-10,1,1
KE001,Mombasa,2016-07,1,2
KE001,Mombasa,2016-08,1,2
KE001,Mombasa,2016-09,1,1
KE001,Mombasa,2016-10,1,3
KE001,Mombasa,2017-02,1,1
KE001,Mombasa,2017-04,1,1
KE001,Mombasa,2017-06,1,1
KE001,Mombasa,2017-08,2,3
KE001,Mombasa,2017-10,1,0
KE001,Mombasa,2017-12,1,1
KE001,Mombasa,2018-01,1,3
KE001,Mombasa,2018-06,1,1
KE001,Mombasa,2018-08,3,3
KE001,Mombasa,2018-11,4,2
KE001,Mombasa,2018-12,1,1
KE001,Mombasa,2019-01,1,1
KE001,Mombasa,2019-07,2,1
KE001,Mombasa,2019-09,1,3
KE001,Mombasa,2019-11,3,1
KE001,Mombasa,2020-03,3,1
KE001,Mombasa,2020-04,1,1
KE001,Mombasa,2020-08,1,0
KE001,Mombasa,2021-07,1,0
KE001,Mombasa,2021-08,1,0
KE001,Mombasa,2021-09,1,0
KE001,Mombasa,2022-02,1,0
KE001,Mombasa,2022-05,1,1
KE001,Mombasa,2022-11,1,0
KE001,Mombasa,2023-02,1,0
KE001,Mombasa,2023-04,1,2
KE001,Mombasa,2023-05,1,0
KE001,Mombasa,2023-09,1,0
KE001,Mombasa,2023-10,1,0
KE001,Mombasa,2023-12,1,0
KE001,Mombasa,2024-04,2,0
KE001,Mombasa,2024-06,2,0
KE001,Mombasa,2024-07,1,0
KE001,Mombasa,2024-10,1,0
KE001,Mombasa,2024-11,1,0
KE001,Mombasa,2025-02,2,0
KE001,Mombasa,2025-03,1,0
KE001,Mombasa,2025-04,1,1
KE001,Mombasa,2025-06,1,0
KE001,Mombasa,2025-09,1,0
KE001,Mombasa,2025-11,1,0
KE001,Mombasa,2025-12,2,1
KE021,Murang'a,2006-01,1,5
KE021,Murang'a,2007-02,5,24
KE021,Murang'a,2007-05,1,3
KE021,Murang'a,2007-06,2,3
KE021,Murang'a,2007-12,1,1
KE021,Murang'a,2008-06,1,1
KE021,Murang'a,2009-07,1,0
KE021,Murang'a,2011-01,1,0
KE021,Murang'a,2013-01,1,1
KE021,Murang'a,2013-03,1,1
KE021,Murang'a,2013-08,1,2
KE021,Murang'a,2017-03,1,1
KE021,Murang'a,2017-09,1,0
KE021,Murang'a,2018-09,1,1
KE021,Murang'a,2019-01,1,1
KE021,Murang'a,2019-02,1,0
KE021,Murang'a,2019-08,1,1
KE021,Murang'a,2019-11,1,0
KE021,Murang'a,2020-12,1,0
KE021,Murang'a,2022-11,1,0
KE021,Murang'a,2023-07,1,0
KE021,Murang'a,2023-12,1,4
KE021,Murang'a,2024-10,1,0
KE021,Murang'a,2024-11,1,0
KE021,Murang'a,2024-12,1,0
KE021,Murang'a,2025-01,1,0
KE021,Murang'a,2025-07,1,0
KE021,Murang'a,2025-12,1,0
KE047,Nairobi,2006-01,1,0
KE047,Nairobi,2006-02,1,0
KE047,Nairobi,2006-04,5,6
KE047,Nairobi,2006-05,1,0
KE047,Nairobi,2006-06,1,1
KE047,Nairobi,2006-09,1,0
KE047,Nairobi,2006-11,1,0
KE047,Nairobi,2007-01,3,2
KE047,Nairobi,2007-02,8,42
KE047,Nairobi,2007-03,1,2
KE047,Nairobi,2007-04,1,1
KE047,Nairobi,2007-05,1,0
KE047,Nairobi,2007-06,14,39
KE047,Nairobi,2007-07,4,19
KE047,Nairobi,2007-08,2,2
KE047,Nairobi,2007-09,4,11
KE047,Nairobi,2007-10,1,1
KE047,Nairobi,2007-11,3,2
KE047,Nairobi,2007-12,19,18
KE047,Nairobi,2008-01,12,25
KE047,Nairobi,2008-02,1,1
KE047,Nairobi,2008-04,1,2
KE047,Nairobi,2008-05,3,3
KE047,Nairobi,2008-08,1,1
KE047,Nairobi,2008-11,2,1
KE047,Nairobi,2008-12,5,5
KE047,Nairobi,2009-02,2,3
KE047,Nairobi,2009-03,1,0
KE047,Nairobi,2009-07,3,0
KE047,Nairobi,2009-09,2,0
KE047,Nairobi,2009-10,2,8
KE047,Nairobi,2009-11,1,0
KE047,Nairobi,2009-12,1,0
KE047,Nairobi,2010-02,1,0
KE047,Nairobi,2010-06,1,7
KE047,Nairobi,2010-09,2,1
KE047,Nairobi,2010-10,1,2
KE047,Nairobi,2010-11,2,5
KE047,Nairobi,2010-12,4,9
KE047,Nairobi,2011-01,3,4
KE047,Nairobi,2011-04,2,3
KE047,Nairobi,2011-05,2,2
KE047,Nairobi,2011-06,4,1
KE047,Nairobi,2011-08,1,0
KE047,Nairobi,2011-09,2,0
KE047,Nairobi,2011-10,2,1
KE047,Nairobi,2011-12,1,0
KE047,Nairobi,2012-01,3,9
KE047,Nairobi,2012-03,2,0
KE047,Nairobi,2012-04,1,2
KE047,Nairobi,2012-05,1,1
KE047,Nairobi,2012-06,1,0
KE047,Nairobi,2012-07,5,1
KE047,Nairobi,2012-08,1,1
KE047,Nairobi,2012-09,2,3
KE047,Nairobi,2012-10,3,9
KE047,Nairobi,2012-11,5,13
KE047,Nairobi,2012-12,2,0
KE047,Nairobi,2013-01,5,2
KE047,Nairobi,2013-02,4,3
KE047,Nairobi,2013-03,1,0
KE047,Nairobi,2013-04,3,0
KE047,Nairobi,2013-05,2,4
KE047,Nairobi,2013-06,3,2
KE047,Nairobi,2013-08,2,1
KE047,Nairobi,2013-09,12,84
KE047,Nairobi,2013-11,1,1
KE047,Nairobi,2013-12,3,6
KE047,Nairobi,2014-02,1,0
KE047,Nairobi,2014-03,4,13
KE047,Nairobi,2014-04,4,5
KE047,Nairobi,2014-10,2,10
KE047,Nairobi,2014-11,1,1
KE047,Nairobi,2015-01,1,4
KE047,Nairobi,2015-02,1,1
KE047,Nairobi,2015-03,1,1
KE047,Nairobi,2015-08,1,0
KE047,Nairobi,2015-11,1,0
KE047,Nairobi,2016-02,2,2
KE047,Nairobi,2016-04,1,1
KE047,Nairobi,2016-06,1,2
KE047,Nairobi,2016-09,1,1
KE047,Nairobi,2016-10,1,1
KE047,Nairobi,2017-01,1,0
KE047,Nairobi,2017-03,4,3
KE047,Nairobi,2017-04,2,0
KE047,Nairobi,2017-05,3,1
KE047,Nairobi,2017-06,3,1
KE047,Nairobi,2017-07,2,2
KE047,Nairobi,2017-08,1,1
KE047,Nairobi,2017-10,6,9
KE047,Nairobi,2017-11,3,17
KE047,Nairobi,2017-12,4,7
KE047,Nairobi,2018-01,1,1
KE047,Nairobi,2018-03,4,1
KE047,Nairobi,2018-05,1,1
KE047,Nairobi,2018-07,1,1
KE047,Nairobi,2018-08,5,9
KE047,Nairobi,2018-09,4,5
KE047,Nairobi,2018-10,4,8
KE047,Nairobi,2018-11,2,0
KE047,Nairobi,2018-12,1,1
KE047,Nairobi,2019-01,4,2
KE047,Nairobi,2019-02,1,1
KE047,Nairobi,2019-06,1,0
KE047,Nairobi,2019-07,1,1
KE047,Nairobi,2019-09,2,2
KE047,Nairobi,2019-12,5,23
KE047,Nairobi,2020-02,2,1
KE047,Nairobi,2020-03,4,2
KE047,Nairobi,2020-04,3,2
KE047,Nairobi,2020-05,3,1
KE047,Nairobi,2020-07,1,0
KE047,Nairobi,2020-08,1,0
KE047,Nairobi,2020-11,1,3
KE047,Nairobi,2021-01,1,0
KE047,Nairobi,2021-03,1,0
KE047,Nairobi,2021-04,1,0
KE047,Nairobi,2021-05,2,1
KE047,Nairobi,2021-06,2,0
KE047,Nairobi,2021-08,1,1
KE047,Nairobi,2021-09,1,1
KE047,Nairobi,2021-10,3,1
KE047,Nairobi,2021-11,4,3
KE047,Nairobi,2022-01,2,2
KE047,Nairobi,2022-02,3,1
KE047,Nairobi,2022-03,1,0
KE047,Nairobi,2022-05,1,0
KE047,Nairobi,2022-06,2,0
KE047,Nairobi,2022-07,1,0
KE047,Nairobi,2022-08,4,1
KE047,Nairobi,2022-09,7,3
KE047,Nairobi,2022-10,1,1
KE047,Nairobi,2022-12,1,1
KE047,Nairobi,2023-01,3,0
KE047,Nairobi,2023-03,2,1
KE047,Nairobi,2023-04,1,0
KE047,Nairobi,2023-05,1,0
KE047,Nairobi,2023-06,3,3
KE047,Nairobi,2023-07,3,0
KE047,Nairobi,2023-08,1,0
KE047,Nairobi,2023-09,2,0
KE047,Nairobi,2023-10,1,0
KE047,Nairobi,2023-11,7,2
KE047,Nairobi,2024-01,1,0
KE047,Nairobi,2024-02,2,2
KE047,Nairobi,2024-03,3,0
KE047,Nairobi,2024-05,2,2
KE047,Nairobi,2024-06,17,0
KE047,Nairobi,2024-07,5,1
KE047,Nairobi,2024-08,4,3
KE047,Nairobi,2024-09,3,1
KE047,Nairobi,2024-10,1,0
KE047,Nairobi,2024-11,3,0
KE047,Nairobi,2024-12,6,1
KE047,Nairobi,2025-01,4,2
KE047,Nairobi,2025-02,1,0
KE047,Nairobi,2025-03,2,0
KE047,Nairobi,2025-04,5,1
KE047,Nairobi,2025-05,1,0
KE047,Nairobi,2025-06,2,1
KE047,Nairobi,2025-07,2,1
KE047,Nairobi,2025-08,1,0
KE047,Nairobi,2025-09,2,0
KE047,Nairobi,2025-11,2,0
KE047,Nairobi,2026-01,1,2
KE047,Nairobi,2026-02,4,0
KE047,Nairobi,2026-03,1,0
KE047,Nairobi,2026-04,2,0
KE047,Nairobi,2026-07,1,0
KE047,Nairobi,2026-10,1,0
KE032,Nakuru,2006-04,5,3
KE032,Nakuru,2006-06,1,1
KE032,Nakuru,2006-07,3,2
KE032,Nakuru,2006-10,1,4
KE032,Nakuru,2006-11,1,2
KE032,Nakuru,2007-01,5,9
KE032,Nakuru,2007-05,1,5
KE032,Nakuru,2007-08,1,0
KE032,Nakuru,2007-10,1,0
KE032,Nakuru,2007-11,6,4
KE032,Nakuru,2007-12,4,3
KE032,Nakuru,2008-01,54,180
KE032,Nakuru,2008-02,2,12
KE032,Nakuru,2008-05,3,3
KE032,Nakuru,2008-10,1,0
KE032,Nakuru,2009-11,1,0
KE032,Nakuru,2010-02,1,0
KE032,Nakuru,2010-05,1,0
KE032,Nakuru,2010-11,2,2
KE032,Nakuru,2011-01,4,1
KE032,Nakuru,2013-03,1,0
KE032,Nakuru,2013-07,2,8
KE032,Nakuru,2014-01,2,0
KE032,Nakuru,2014-04,1,1
KE032,Nakuru,2014-12,1,0
KE032,Nakuru,2015-01,1,3
KE032,Nakuru,2016-08,1,1
KE032,Nakuru,2016-12,1,0
KE032,Nakuru,2017-04,1,0
KE032,Nakuru,2017-05,1,1
KE032,Nakuru,2017-08,1,2
KE032,Nakuru,2018-01,1,1
KE032,Nakuru,2018-03,1,0
KE032,Nakuru,2018-06,1,1
KE032,Nakuru,2018-08,13,13
KE032,Nakuru,2018-11,2,2
KE032,Nakuru,2019-01,1,0
KE032,Nakuru,2019-05,1,0
KE032,Nakuru,2019-09,1,1
KE032,Nakuru,2019-10,1,0
KE032,Nakuru,2020-02,2,0
KE032,Nakuru,2020-03,4,1
KE032,Nakuru,2020-07,1,1
KE032,Nakuru,2020-08,1,1
KE032,Nakuru,2020-09,1,1
KE032,Nakuru,2020-12,1,1
KE032,Nakuru,2021-03,1,1
KE032,Nakuru,2021-06,1,3
KE032,Nakuru,2022-05,2,1
KE032,Nakuru,2022-07,1,0
KE032,Nakuru,2022-09,2,5
KE032,Nakuru,2022-11,2,1
KE032,Nakuru,2022-12,1,0
KE032,Nakuru,2023-01,2,0
KE032,Nakuru,2023-03,1,1
KE032,Nakuru,2023-06,1,1
KE032,Nakuru,2023-09,2,1
KE032,Nakuru,2023-10,1,0
KE032,Nakuru,2023-12,1,0
KE032,Nakuru,2024-01,1,0
KE032,Nakuru,2024-04,1,1
KE032,Nakuru,2024-06,1,1
KE032,Nakuru,2024-09,3,0
KE032,Nakuru,2024-10,1,5
KE032,Nakuru,2024-11,1,0
KE032,Nakuru,2024-12,1,0
KE032,Nakuru,2025-01,3,1
KE032,Nakuru,2025-02,3,2
KE032,Nakuru,2025-03,2,2
KE032,Nakuru,2025-04,4,1
KE032,Nakuru,2025-05,3,0
KE032,Nakuru,2025-07,1,0
KE032,Nakuru,2025-08,1,1
KE032,Nakuru,2025-11,2,0
KE032,Nakuru,2026-01,1,0
KE032,Nakuru,2026-02,1,1
KE032,Nakuru,2026-10,1,0
KE029,Nandi,2012-02,5,0
KE029,Nandi,2016-06,1,2
KE029,Nandi,2018-11,1,1
KE029,Nandi,2019-05,1,0
KE029,Nandi,2020-05,1,2
KE029,Nandi,2020-06,1,1
KE029,Nandi,2022-12,1,0
KE029,Nandi,2023-12,1,0
KE029,Nandi,2024-03,1,0
KE029,Nandi,2024-10,1,0
KE029,Nandi,2025-05,1,0
KE029,Nandi,2025-12,1,0
KE029,Nandi,2026-10,1,0
KE033,Narok,2008-12,1,4
KE033,Narok,2010-02,1,1
KE033,Narok,2012-05,1,0
KE033,Narok,2012-09,1,0
KE033,Narok,2013-03,1,3
KE033,Narok,2013-04,2,5
KE033,Narok,2013-08,1,8
KE033,Narok,2013-09,1,1
KE033,Narok,2015-12,4,5
KE033,Narok,2016-06,1,1
KE033,Narok,2016-09,1,1
KE033,Narok,2016-10,1,0
KE033,Narok,2016-12,5,8
KE033,Narok,2017-04,1,0
KE033,Narok,2017-07,1,1
KE033,Narok,2017-09,2,9
KE033,Narok,2017-11,2,0
KE033,Narok,2018-01,3,3
KE033,Narok,2018-06,1,0
KE033,Narok,2018-08,4,2
KE033,Narok,2018-09,1,0
KE033,Narok,2018-10,1,0
KE033,Narok,2019-09,3,4
KE033,Narok,2019-10,2,0
KE033,Narok,2019-12,2,4
KE033,Narok,2020-01,3,1
KE033,Narok,2020-03,1,1
KE033,Narok,2020-04,2,2
KE033,Narok,2020-05,2,8
KE033,Narok,2020-06,1,0
KE033,Narok,2020-07,4,3
KE033,Narok,2021-07,1,1
KE033,Narok,2022-03,2,1
KE033,Narok,2022-05,2,0
KE033,Narok,2022-10,1,0
KE033,Narok,2023-01,1,0
KE033,Narok,2023-02,1,0
KE033,Narok,2023-03,4,1
KE033,Narok,2023-04,1,0
KE033,Narok,2023-06,1,0
KE033,Narok,2023-07,1,0
KE033,Narok,2023-09,3,2
KE033,Narok,2023-10,1,1
KE033,Narok,2023-12,2,0
KE033,Narok,2024-02,2,4
KE033,Narok,2024-03,2,3
KE033,Narok,2024-04,1,0
KE033,Narok,2024-06,2,1
KE033,Narok,2024-07,1,0
KE033,Narok,2024-09,1,1
KE033,Narok,2024-10,1,4
KE033,Narok,2025-02,1,1
KE033,Narok,2025-03,1,0
KE033,Narok,2025-04,1,3
KE033,Narok,2025-05,2,1
KE033,Narok,2025-06,3,8
KE033,Narok,2025-07,1,1
KE033,Narok,2025-08,1,1
KE033,Narok,2025-09,1,1
KE033,Narok,2025-10,1,1
KE033,Narok,2025-11,7,5
KE033,Narok,2025-12,6,5
KE033,Narok,2026-01,1,0
KE033,Narok,2026-02,1,0
KE033,Narok,2026-10,1,1
KE046,Nyamira,2007-01,1,0
KE046,Nyamira,2007-10,1,3
KE046,Nyamira,2007-12,1,1
KE046,Nyamira,2008-01,4,27
KE046,Nyamira,2010-01,1,1
KE046,Nyamira,2010-12,1,0
KE046,Nyamira,2011-01,1,0
KE046,Nyamira,2016-10,1,0
KE046,Nyamira,2018-06,1,1
KE046,Nyamira,2019-08,1,1
KE046,Nyamira,2020-11,1,0
KE046,Nyamira,2022-10,1,1
KE046,Nyamira,2023-03,1,2
KE046,Nyamira,2024-07,1,0
KE046,Nyamira,2026-07,1,0
KE018,Nyandarua,2006-09,4,2
KE018,Nyandarua,2007-10,1,1
KE018,Nyandarua,2014-04,1,0
KE018,Nyandarua,2017-04,1,1
KE018,Nyandarua,2017-07,1,1
KE018,Nyandarua,2018-01,1,3
KE018,Nyandarua,2020-05,1,1
KE018,Nyandarua,2023-06,1,4
KE019,Nyeri,2006-03,1,0
KE019,Nyeri,2007-06,1,2
KE019,Nyeri,2007-11,2,5
KE019,Nyeri,2007-12,3,0
KE019,Nyeri,2008-03,1,1
KE019,Nyeri,2008-08,1,4
KE019,Nyeri,2008-11,2,2
KE019,Nyeri,2009-04,2,24
KE019,Nyeri,2010-02,1,0
KE019,Nyeri,2010-10,1,0
KE019,Nyeri,2010-11,1,1
KE019,Nyeri,2011-03,1,2
KE019,Nyeri,2012-12,1,0
KE019,Nyeri,2013-02,1,0
KE019,Nyeri,2013-09,1,1
KE019,Nyeri,2014-03,1,0
KE019,Nyeri,2015-11,1,3
KE019,Nyeri,2017-03,1,1
KE019,Nyeri,2017-08,1,0
KE019,Nyeri,2017-10,1,1
KE019,Nyeri,2018-03,1,0
KE019,Nyeri,2018-06,1,0
KE019,Nyeri,2018-07,1,1
KE019,Nyeri,2019-02,1,0
KE019,Nyeri,2019-07,1,0
KE019,Nyeri,2022-09,1,1
KE019,Nyeri,2022-10,1,3
KE019,Nyeri,2023-11,1,1
KE019,Nyeri,2025-04,1,0
KE019,Nyeri,2026-01,1,1
KE025,Samburu,2006-01,1,0
KE025,Samburu,2006-04,1,1
KE025,Samburu,2006-05,3,12
KE025,Samburu,2006-07,1,3
KE025,Samburu,2006-09,1,6
KE025,Samburu,2007-05,3,32
KE025,Samburu,2007-07,2,20
KE025,Samburu,2008-03,1,6
KE025,Samburu,2008-09,2,13
KE025,Samburu,2008-12,1,5
KE025,Samburu,2010-05,1,0
KE025,Samburu,2010-06,1,3
KE025,Samburu,2010-07,1,5
KE025,Samburu,2010-12,1,1
KE025,Samburu,2011-01,1,0
KE025,Samburu,2012-03,1,12
KE025,Samburu,2012-09,1,1
KE025,Samburu,2012-10,3,13
KE025,Samburu,2013-04,1,0
KE025,Samburu,2013-07,1,0
KE025,Samburu,2013-12,1,4
KE025,Samburu,2015-02,1,15
KE025,Samburu,2016-08,1,0
KE025,Samburu,2017-03,2,13
KE025,Samburu,2017-05,2,6
KE025,Samburu,2017-07,2,3
KE025,Samburu,2017-09,1,3
KE025,Samburu,2018-01,1,0
KE025,Samburu,2018-03,2,14
KE025,Samburu,2019-04,1,1
KE025,Samburu,2019-05,1,2
KE025,Samburu,2019-09,3,5
KE025,Samburu,2019-10,1,1
KE025,Samburu,2019-11,1,0
KE025,Samburu,2019-12,1,2
KE025,Samburu,2020-02,1,0
KE025,Samburu,2020-07,2,2
KE025,Samburu,2020-08,1,1
KE025,Samburu,2020-10,2,1
KE025,Samburu,2020-11,2,2
KE025,Samburu,2020-12,1,1
KE025,Samburu,2021-02,1,2
KE025,Samburu,2021-07,2,4
KE025,Samburu,2021-09,1,1
KE025,Samburu,2021-10,3,28
KE025,Samburu,2021-12,2,2
KE025,Samburu,2022-01,1,1
KE025,Samburu,2022-02,2,1
KE025,Samburu,2022-05,3,0
KE025,Samburu,2022-06,1,0
KE025,Samburu,2022-07,2,4
KE025,Samburu,2022-09,2,1
KE025,Samburu,2022-10,4,2
KE025,Samburu,2022-11,3,1
KE025,Samburu,2022-12,3,2
KE025,Samburu,2023-01,6,4
KE025,Samburu,2023-02,5,16
KE025,Samburu,2023-03,10,9
KE025,Samburu,2023-04,6,17
KE025,Samburu,2023-05,4,4
KE025,Samburu,2023-06,2,3
KE025,Samburu,2023-07,4,1
KE025,Samburu,2023-08,3,4
KE025,Samburu,2023-09,6,9
KE025,Samburu,2023-10,2,4
KE025,Samburu,2023-11,2,3
KE025,Samburu,2023-12,4,7
KE025,Samburu,2024-01,9,3
KE025,Samburu,2024-02,10,7
KE025,Samburu,2024-03,2,3
KE025,Samburu,2024-04,1,0
KE025,Samburu,2024-06,1,0
KE025,Samburu,2024-08,1,1
KE025,Samburu,2024-09,3,4
KE025,Samburu,2024-10,1,1
KE025,Samburu,2024-11,2,0
KE025,Samburu,2024-12,1,0
KE025,Samburu,2025-01,1,1
KE025,Samburu,2025-02,2,2
KE025,Samburu,2025-03,6,6
KE025,Samburu,2025-04,1,0
KE025,Samburu,2025-05,2,1
KE025,Samburu,2025-06,1,0
KE025,Samburu,2025-07,3,1
KE025,Samburu,2025-08,7,9
KE025,Samburu,2025-09,3,4
KE025,Samburu,2025-10,1,0
KE025,Samburu,2025-11,3,5
KE025,Samburu,2025-12,2,1
KE025,Samburu,2026-01,2,2
KE025,Samburu,2026-02,1,0
KE025,Samburu,2026-04,1,1
KE025,Samburu,2026-10,1,2
KE025,Samburu,2026-11,1,1
KE041,Siaya,2007-11,1,0
KE041,Siaya,2007-12,2,2
KE041,Siaya,2008-01,1,6
KE041,Siaya,2012-02,5,7
KE041,Siaya,2012-08,1,0
KE041,Siaya,2013-12,1,0
KE041,Siaya,2017-03,2,0
KE041,Siaya,2017-07,1,0
KE041,Siaya,2018-12,1,1
KE041,Siaya,2020-11,1,0
KE041,Siaya,2022-04,1,0
KE041,Siaya,2022-06,1,0
KE041,Siaya,2023-11,2,3
KE041,Siaya,2024-01,1,2
KE041,Siaya,2024-02,1,0
KE041,Siaya,2024-03,1,0
KE041,Siaya,2024-04,1,1
KE041,Siaya,2024-07,1,0
KE041,Siaya,2024-09,1,1
KE041,Siaya,2024-12,1,0
KE041,Siaya,2025-04,1,9
KE041,Siaya,2025-06,1,2
KE006,Taita Taveta,2007-04,2,3
KE006,Taita Taveta,2007-05,1,0
KE006,Taita Taveta,2007-08,1,1
KE006,Taita Taveta,2010-01,1,0
KE006,Taita Taveta,2011-05,1,0
KE006,Taita Taveta,2012-07,1,0
KE006,Taita Taveta,2013-09,1,0
KE006,Taita Taveta,2014-02,1,1
KE006,Taita Taveta,2017-04,1,2
KE006,Taita Taveta,2017-11,1,2
KE006,Taita Taveta,2019-05,1,1
KE006,Taita Taveta,2019-09,2,2
KE006,Taita Taveta,2019-11,1,1
KE006,Taita Taveta,2019-12,1,1
KE006,Taita Taveta,2020-05,1,0
KE006,Taita Taveta,2023-09,1,0
KE006,Taita Taveta,2024-09,1,0
KE006,Taita Taveta,2025-01,1,0
KE004,Tana River,2007-01,1,0
KE004,Tana River,2008-01,1,3
KE004,Tana River,2008-12,4,5
KE004,Tana River,2009-01,1,1
KE004,Tana River,2011-01,2,7
KE004,Tana River,2011-02,1,0
KE004,Tana River,2012-01,2,11
KE004,Tana River,2012-08,8,96
KE004,Tana River,2012-09,1,0
KE004,Tana River,2012-10,2,4
KE004,Tana River,2012-11,2,4
KE004,Tana River,2012-12,1,45
KE004,Tana River,2013-05,3,19
KE004,Tana River,2013-08,1,0
KE004,Tana River,2013-12,1,0
KE004,Tana River,2014-01,1,1
KE004,Tana River,2014-04,1,0
KE004,Tana River,2014-05,1,12
KE004,Tana River,2014-09,1,1
KE004,Tana River,2015-01,1,9
KE004,Tana River,2015-05,1,1
KE004,Tana River,2015-11,1,0
KE004,Tana River,2017-04,1,3
KE004,Tana River,2017-05,5,9
KE004,Tana River,2017-06,1,2
KE004,Tana River,2017-08,1,3
KE004,Tana River,2017-11,1,2
KE004,Tana River,2019-07,1,4
KE004,Tana River,2020-10,1,0
KE004,Tana River,2021-01,1,1
KE004,Tana River,2021-05,1,1
KE004,Tana River,2022-05,1,0
KE004,Tana River,2022-06,1,0
KE004,Tana River,2023-01,1,1
KE004,Tana River,2023-08,1,2
KE004,Tana River,2023-10,2,1
KE004,Tana River,2023-12,1,1
KE004,Tana River,2024-05,5,17
KE004,Tana River,2024-07,2,1
KE004,Tana River,2024-08,2,5
KE004,Tana River,2024-09,4,7
KE004,Tana River,2024-12,1,1
KE004,Tana River,2025-01,1,1
KE004,Tana River,2025-03,1,0
KE004,Tana River,2025-04,1,1
KE004,Tana River,2025-07,1,0
KE004,Tana River,2025-08,2,3
KE004,Tana River,2025-11,1,1
KE004,Tana River,2026-03,1,0
KE013,Tharaka-Nithi,2007-06,1,0
KE013,Tharaka-Nithi,2018-06,1,0
KE013,Tharaka-Nithi,2022-10,1,0
KE013,Tharaka-Nithi,2023-01,1,1
KE013,Tharaka-Nithi,2023-02,1,1
KE013,Tharaka-Nithi,2023-03,1,1
KE013,Tharaka-Nithi,2023-04,2,0
KE013,Tharaka-Nithi,2023-05,1,0
KE013,Tharaka-Nithi,2023-12,1,0
KE013,Tharaka-Nithi,2024-02,1,0
KE013,Tharaka-Nithi,2025-02,1,0
KE026,Trans Nzoia,2007-04,1,11
KE026,Trans Nzoia,2007-07,1,0
KE026,Trans Nzoia,2007-10,1,1
KE026,Trans Nzoia,2007-12,1,7
KE026,Trans Nzoia,2008-01,9,40
KE026,Trans Nzoia,2008-03,1,7
KE026,Trans Nzoia,2008-05,4,2
KE026,Trans Nzoia,2008-08,3,6
KE026,Trans Nzoia,2008-12,1,7
KE026,Trans Nzoia,2016-03,1,1
KE026,Trans Nzoia,2017-06,1,1
KE026,Trans Nzoia,2018-06,1,0
KE026,Trans Nzoia,2020-03,1,0
KE026,Trans Nzoia,2020-05,1,1
KE026,Trans Nzoia,2021-09,2,1
KE026,Trans Nzoia,2022-03,1,1
KE026,Trans Nzoia,2023-06,1,0
KE026,Trans Nzoia,2024-01,1,0
KE026,Trans Nzoia,2024-04,1,2
KE026,Trans Nzoia,2024-06,2,3
KE026,Trans Nzoia,2025-01,1,1
KE026,Trans Nzoia,2025-03,2,0
KE026,Trans Nzoia,2025-06,1,3
KE026,Trans Nzoia,2025-10,1,1
KE026,Trans Nzoia,2026-03,1,1
KE023,Turkana,2006-01,2,31
KE023,Turkana,2006-03,2,5
KE023,Turkana,2006-04,2,7
KE023,Turkana,2006-06,1,0
KE023,Turkana,2006-07,1,1
KE023,Turkana,2006-08,1,1
KE023,Turkana,2006-09,1,19
KE023,Turkana,2006-11,1,2
KE023,Turkana,2006-12,2,14
KE023,Turkana,2007-01,2,8
KE023,Turkana,2007-04,3,45
KE023,Turkana,2007-07,4,18
KE023,Turkana,2008-01,3,50
KE023,Turkana,2008-02,1,40
KE023,Turkana,2008-03,1,1
KE023,Turkana,2008-07,1,74
KE023,Turkana,2008-08,3,21
KE023,Turkana,2008-09,2,81
KE023,Turkana,2008-11,2,5
KE023,Turkana,2008-12,4,6
KE023,Turkana,2009-02,1,2
KE023,Turkana,2009-05,1,0
KE023,Turkana,2009-07,2,2
KE023,Turkana,2009-08,8,48
KE023,Turkana,2009-10,7,31
KE023,Turkana,2010-01,3,9
KE023,Turkana,2010-02,3,5
